,tconst,titleType,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,Game-Show,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Sport,Talk-Show,Thriller,War,Western
246721,tt2380307,movie,Coco,2017,105,"['Adventure', 'Animation', 'Comedy']",8.4,521994,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247343,tt2395427,movie,Avengers: Age of Ultron,2015,141,"['Action', 'Adventure', 'Sci-Fi']",7.3,875582,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
249516,tt2488496,movie,Star Wars: Episode VII - The Force Awakens,2015,138,"['Action', 'Adventure', 'Sci-Fi']",7.8,939820,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
250243,tt2527336,movie,Star Wars: Episode VIII - The Last Jedi,2017,152,"['Action', 'Adventure', 'Fantasy']",6.9,640807,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250499,tt2543164,movie,Arrival,2016,116,"['Drama', 'Mystery', 'Sci-Fi']",7.9,708763,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
250858,tt2562232,movie,Birdman or (The Unexpected Virtue of Ignorance),2014,119,"['Comedy', 'Drama']",7.7,639698,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251263,tt2582802,movie,Whiplash,2014,106,"['Drama', 'Music']",8.5,884851,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
253597,tt2713180,movie,Fury,2014,134,"['Action', 'Drama', 'War']",7.5,503918,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
254846,tt2802144,movie,Kingsman: The Secret Service,2014,129,"['Action', 'Adventure', 'Comedy']",7.7,677933,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255708,tt2872718,movie,Nightcrawler,2014,117,"['Crime', 'Drama', 'Thriller']",7.8,560723,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
255710,tt2872732,movie,Lucy,2014,89,"['Action', 'Sci-Fi', 'Thriller']",6.4,505645,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
256150,tt2911666,movie,John Wick,2014,101,"['Action', 'Crime', 'Thriller']",7.4,649287,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
256741,tt2948356,movie,Zootopia,2016,108,"['Adventure', 'Animation', 'Comedy']",8.0,508827,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257208,tt2975590,movie,Batman v Superman: Dawn of Justice,2016,151,"['Action', 'Adventure', 'Sci-Fi']",6.4,706859,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
262415,tt3315342,movie,Logan,2017,137,"['Action', 'Drama', 'Sci-Fi']",8.1,776311,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
264558,tt3460252,movie,The Hateful Eight,2015,168,"['Crime', 'Drama', 'Mystery']",7.8,614635,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
265165,tt3498820,movie,Captain America: Civil War,2016,147,"['Action', 'Sci-Fi']",7.8,800991,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
265220,tt3501632,movie,Thor: Ragnarok,2017,130,"['Action', 'Adventure', 'Comedy']",7.9,765348,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267659,tt3659388,movie,The Martian,2015,144,"['Adventure', 'Drama', 'Sci-Fi']",8.0,868557,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
269096,tt3748528,movie,Rogue One: A Star Wars Story,2016,133,"['Action', 'Adventure', 'Sci-Fi']",7.8,649618,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
269586,tt3783958,movie,La La Land,2016,128,"['Comedy', 'Drama', 'Music']",8.0,604559,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
271015,tt3890160,movie,Baby Driver,2017,113,"['Action', 'Crime', 'Drama']",7.6,555356,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271118,tt3896198,movie,Guardians of the Galaxy Vol. 2,2017,136,"['Action', 'Adventure', 'Comedy']",7.6,694235,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274299,tt4154664,movie,Captain Marvel,2019,123,"['Action', 'Adventure', 'Sci-Fi']",6.8,571030,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
274303,tt4154756,movie,Avengers: Infinity War,2018,149,"['Action', 'Adventure', 'Sci-Fi']",8.4,1102331,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
274304,tt4154796,movie,Avengers: Endgame,2019,181,"['Action', 'Adventure', 'Drama']",8.4,1156483,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279932,tt4633694,movie,Spider-Man: Into the Spider-Verse,2018,117,"['Action', 'Adventure', 'Animation']",8.4,546290,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283779,tt4972582,movie,Split,2016,117,"['Horror', 'Thriller']",7.3,510653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
284183,tt5013056,movie,Dunkirk,2017,106,"['Action', 'Drama', 'History']",7.8,672876,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284329,tt5027774,movie,"Three Billboards Outside Ebbing, Missouri",2017,115,"['Comedy', 'Crime', 'Drama']",8.1,518475,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284634,tt5052448,movie,Get Out,2017,104,"['Horror', 'Mystery', 'Thriller']",7.7,628418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
289506,tt5463162,movie,Deadpool 2,2018,119,"['Action', 'Adventure', 'Comedy']",7.7,594725,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299914,tt6320628,movie,Spider-Man: Far from Home,2019,129,"['Action', 'Adventure', 'Comedy']",7.4,505726,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303114,tt6644200,movie,A Quiet Place,2018,90,"['Drama', 'Horror', 'Sci-Fi']",7.5,541605,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
303762,tt6723592,movie,Tenet,2020,150,"['Action', 'Sci-Fi', 'Thriller']",7.3,520183,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
303982,tt6751668,movie,Parasite,2019,132,"['Drama', 'Thriller']",8.5,829767,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
306015,tt6966692,movie,Green Book,2018,130,"['Biography', 'Comedy', 'Drama']",8.2,506565,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307352,tt7131622,movie,Once Upon a Time in Hollywood,2019,161,"['Comedy', 'Drama']",7.6,761699,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308733,tt7286456,movie,Joker,2019,122,"['Crime', 'Drama', 'Thriller']",8.4,1321768,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
318986,tt8579674,movie,1917,2019,119,"['Action', 'Drama', 'War']",8.2,607576,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
321465,tt8946378,movie,Knives Out,2019,130,"['Comedy', 'Crime', 'Drama']",7.9,713136,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
